Sku	Descrição	Sessão	Sub Sessão	Marca	Fabricante	NCM	Ean13	Peso	Peso com embalagem	Comprimento	Largura	Altura	Foto	Preço	Preço Promocional	Possuí estoque
11004	KIT DE EMBREAGEM LAGUNA 2.0 NACIONAL .../97 / TRAFIC 2.0 8V GAS. (F3R) INJECAO 00/... / MEGANE NACIONAL 2.0 8V/16V 00/... (F3R/F4R) / SCENIC NACIONAL 2.0 8V/16V 00/08 (F3R/F4R) - DIAM:215 EST:26 - MECARM	Auto Peças	Embreagens	MECARM		87089300	8051499123291	4945	4945	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11004.jpg	436,76	436,76	S
11006	KIT DE EMBREAGEM ALFA 155 2.0 16V 95/98 / 145 2.0 16V 96/99 / SPIDER 2.0 16V 95/... / MAREA 2.0 MPI 142CV 20V GS 99/00 / MAREA 2.4 MPI 20V GS 99/03 DIAM:228 EST:20 - MECARM	Auto Peças	Embreagens	Embreagens		87089300	8051499123345	5250		32.00	30	7,5	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11006.jpg	520,13	520,13	N
11007	KIT DE EMBREAGEM (PLATO/DISCO) CALIBRA 2.0 16V 94/95 / VECTRA 2.0 8V / 2.2 16V 99/... (SISTEMA USA ATUADOR) DIAM: 228 EST:24 - MECARM	Auto Peças	Embreagens	Embreagens		87089300	8051499122836	5405		30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11007.jpg	583,52	583,52	S
11010	KIT DE EMBREAGEM SWIFT 1.3 8V 94/... DIAM: 190 EST:18 - MECARM	Auto Peças	Embreagens	Embreagens		87089300	8051499121853	4070		26.00	25	6,4	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11010.jpg	385,53	385,53	S
11015	KIT DE EMBREAGEM (PLATO/DISCO) MONDEO 2.0 16V 96/... (SISTEMA USA ATUADOR 19626) DIAM: 240 EST:23 - MECARM	Auto Peças	Embreagens	MECARM		87089300	8051499123376	5665	5665	32.00	30	7,5	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11015.jpg	498,51	498,51	S
11053	CABO FREIO DIANT. BESTA GS 2.7/ 3.0 - KOREA	Auto Peças	Cabos	Cabos	Kia Motors		7908304843244	620		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11053.jpg	59,89	59,89	N
11088	PINHAO DO VELOCIMETRO BONGO K2400 - KOREA	Auto Peças	Diversos	Diversos	Kia Motors		7908304846955	115		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11088.jpg	70,53	70,53	S
11091	SUPORTE FILTRO COMBUSTIVEL (CABECOTE) TOPIC - KOREA	Auto Peças	Filtros			87089990	7908304847839	380	380	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11091.jpg	65,45	65,45	S
11111	BATENTE AMORTECEDOR BESTA GS - KOREA	Auto Peças	Diversos	Diversos	Kia Motors			260		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11111.jpg	29,97	29,97	N
11123	MODULO COMBUSTIVEL MASTER 2.3 16V 13/...  (SENSOR NIVEL 100 LTS / SEM MOTOR) (EMBAL. 10 PCS) ? DRIVETEC	Auto Peças	Diversos	DRIVETEC	Renault	90261029	7908304827855	900	900	14.50	23	26	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11123.jpg	389,88	389,88	N
11136	COXIM CAMBIO BESTA GS 3.0 - DRIVETEC	Auto Peças	Coxins	DRIVETEC		87089990	7908304844210	360	360	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11136.jpg	49,77	49,77	S
11139	EIXO PILOTO BESTA GS 3.0 99/05 (24 DENTES) - KOREA	Auto Peças	Eixos		Kia Motors	87085099	7908304844746	1280	1280	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11139.jpg	459,43	459,43	S
11140	EIXO PILOTO BESTA 2.7 93/99 / GS 2.7 98/05 (24 DENTES) - KOREA	Auto Peças	Eixos	Eixos	Kia Motors		7908304844739	1280		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11140.jpg	455,41	455,41	N
11143	ENGRENAGEM “P“ (SORVETAO) BESTA GS 3.0 41X14 - KOREA	Auto Peças	Diversos		Kia Motors	84834090	7908304844791	1535	1535	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11143.jpg	246,18	246,18	S
11145	CARRETEL ENGRENAGEM G BESTA GS 3.0 - KOREA	Auto Peças	Diversos	Diversos	Kia Motors			3835		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11145.jpg	515,58	515,58	N
11188	REGULADOR DE VOLTAGEM BESTA GS	Auto Peças	Diversos			85118020	7908304847020	80	80	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11188.jpg	60,27	60,27	S
11192	RELE LIMPADOR BESTA GS 2.7 / 3.0 / BONGO K2700 97/04 (4 PINOS) - KOREA	Auto Peças	Diversos	Diversos	Kia Motors	85119000	7908304847075	20		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11192.jpg	28,02	28,02	S
11206	RETENTOR DA POLIA TOPIC / BESTA 2.7 - KOREA	Auto Peças	Diversos		Asia Motors	84099999	7908304847211	30	30	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11206.jpg	13,12	13,12	S
11206	RETENTOR DA POLIA TOPIC / BESTA 2.7 - KOREA	Auto Peças	Diversos		Kia Motors	84099999	7908304847211	30	30	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11206.jpg	13,12	13,12	S
11208	RETENTOR RODA TRAS. INT. BESTA GS 2.7 / 3.0 / TOPIC 94/97 / H100 93/97 (55X8X34) - KOREA	Auto Peças	Diversos		Asia Motors	87087090	7908304847303	20	20	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11208.jpg	6,71	6,71	S
11208	RETENTOR RODA TRAS. INT. BESTA GS 2.7 / 3.0 / TOPIC 94/97 / H100 93/97 (55X8X34) - KOREA	Auto Peças	Diversos		Hyundai	87087090	7908304847303	20	20	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11208.jpg	6,71	6,71	S
11208	RETENTOR RODA TRAS. INT. BESTA GS 2.7 / 3.0 / TOPIC 94/97 / H100 93/97 (55X8X34) - KOREA	Auto Peças	Diversos		Kia Motors	87087090	7908304847303	20	20	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11208.jpg	6,71	6,71	S
11210	RETENTOR VOLANTE BESTA 2.2/ BESTA GS - KOREA	Auto Peças	Diversos		Kia Motors	84099999	7908304847365	45	45	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11210.jpg	17,31	17,31	S
11221	SUPORTE FILTRO COMBUSTIVEL (CABECOTE) BESTA 2.2 - KOREA	Auto Peças	Filtros			87089990	7908304847822	380	380	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11221.jpg	41,02	41,02	S
11225	TAMPA DO OLEO DO MOTOR TOPIC - KOREA	Auto Peças	Diversos		Asia Motors	84099999	7908304847877	35	35	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11225.jpg	4,76	4,76	N
11230	TRANSFERIDO PARA 71457 - TAMPA DE VALVULA BESTA GS 2.7	Auto Peças	Diversos	Diversos	Kia Motors			855		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11230.jpg	105,77	105,77	N
11231	POLIA TENSORA DISTRIBUICAO PEQUENA H100 / L200 / L300 / HR 05/12 / BONGO K2500 8V 08/12 - AUTOTEC	Auto Peças	Tensores E Polias	AUTOTEC	Hyundai	84835090	6972528835065	400	400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11231.jpg	46,21	46,21	S
11231	POLIA TENSORA DISTRIBUICAO PEQUENA H100 / L200 / L300 / HR 05/12 / BONGO K2500 8V 08/12 - AUTOTEC	Auto Peças	Tensores E Polias	AUTOTEC	Kia Motors	84835090	6972528835065	400	400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11231.jpg	46,21	46,21	S
11231	POLIA TENSORA DISTRIBUICAO PEQUENA H100 / L200 / L300 / HR 05/12 / BONGO K2500 8V 08/12 - AUTOTEC	Auto Peças	Tensores E Polias	AUTOTEC	Mitsubishi	84835090	6972528835065	400	400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11231.jpg	46,21	46,21	S
11250	CABO DE VELA TIPO 1.6 I.E. (4 PECAS)	Auto Peças	Cabos	Cabos			7908304841288	255		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11250.jpg	26,52	26,52	S
11257	CABO DE VELA R19/ 21 RT 1.8 S/ BOBINA TDS	Auto Peças	Cabos	Cabos			7908304841295	305		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11257.jpg	23,09	23,09	S
11267	CABO DE VELA UNO 1.6/ PICKUP LX MPI (4 PECAS) (95/)	Auto Peças	Cabos	Cabos			7908304841264	260		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11267.jpg	13,86	13,86	N
11269	CABO DE VELA TEMPRA TURBO I.E 94/...	Auto Peças	Cabos			85443000	7908304872343	310	310	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11269.jpg	22,17	22,17	N
11271	CABO DE VELA TEMPRA 16V  MPI C/ DISTRIBUIDOR (93/94)	Auto Peças	Cabos	Cabos			7908304841271	420		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11271.jpg	20,86	20,86	S
11577	BATENTE AMORTECEDOR DIANT. GOLF/ PASSAT S/ ROLAMENTO  357412331A - IMPERGOM	Auto Peças	Batentes	Batentes		87089990	7908304841882	790		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11577.jpg	11,2	11,2	N
11626	JUNTA ARTICULADA LD TOPIC/ BESTA 2.2/2.7/ K2400/ CERES 4X2/ 4X4 (6MM)	Auto Peças	Juntas Homocinéticas	Juntas Homocinéticas	Asia Motors			90		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11626.jpg	36,94	36,94	N
11626	JUNTA ARTICULADA LD TOPIC/ BESTA 2.2/2.7/ K2400/ CERES 4X2/ 4X4 (6MM)	Auto Peças	Juntas Homocinéticas	Juntas Homocinéticas	Kia Motors			90		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11626.jpg	36,94	36,94	N
11627	JUNTA ARTICULADA LE TOPIC/ BESTA 2.2/2.7/ K2400 (6MM)	Auto Peças	Diversos	Diversos	Asia Motors			850		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11627.jpg	38,05	38,05	N
11627	JUNTA ARTICULADA LE TOPIC/ BESTA 2.2/2.7/ K2400 (6MM)	Auto Peças	Diversos	Diversos	Kia Motors			850		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11627.jpg	38,05	38,05	N
11628	KIT DE EMBREAGEM BLAZER/ S10 2.2 GAS. 95/00 DIAM: 228 EST:10 MECARM	Auto Peças	Embreagens	MECARM	General Motors	87089300	8051499121860	5400	5400	30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11628.jpg	455,63	455,63	N
11670	CABO SELETOR TOWNER VAN 98 MPI - KOREA	Auto Peças	Cabos	Cabos	Asia Motors	87089990	7908304873210	405		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11670.jpg	105,23	105,23	S
11677	COROA E PINHAO 9X38 BESTA GS 2.7 BESTA 2.7 - DRIVETEC	Auto Peças	Coroa E Pinhão	Coroa E Pinhão	Kia Motors			5030		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11677.jpg	1029,38	1029,38	N
11682	AMORTECEDOR DIANT. PASSAT / VARIANT 1.8/2.0/VR6 (ALEMAO) 93/97 - CORVEN	Auto Peças	Amortecedores	Amortecedores			7898480903309	3935		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/11682.jpg	264,23	264,23	S
12156	BOMBA DIRECAO HIDRAULICA C/POLIA MERCEDES 240 / 280/4 MATIC 97/02 / 43 AMG 97/01 / 320 / 4 MATIC 97/02 / 430 / 4 MATIC 98/02 / 55 AMG 89/02 / 500 98/01 (EMBAL. 12 PCS) - AUTOTEC	Auto Peças	Bombas De Direção Hidráulica	Bombas De Direção Hidráulica	Mercedes Benz		6972008287643	2170		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12156.jpg	624,77	624,77	N
12182	BOMBA DIRECAO HIDRAULICA S/POLIA BMW SERIE 3 320I/CI / 323I/CI / 325I/CI / 328I/CI 99/01 / 330I/CI 00/01 (EMBAL. 12 PCS) - AUTOTEC	Auto Peças	Bombas De Direção Hidráulica	AUTOTEC	BMW	84136019	6972008287650	2400	2400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12182.jpg	657,27	657,27	S
12301	PISTAO 0,25 C/ PINO (JG) H100 D4BA LONGO 13MM 2341042211L - MEPI	Auto Peças	Pistões	Pistões	Hyundai		7908304814886	2000		21.00	21	12	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12301.jpg	69,13	69,13	S
12304	PISTAO 0,25 C/ PINO (JG) BESTA 2.2 HURICANE OK7Y011SAO - MEPI	Auto Peças	Pistões	Pistões			7908304814855	3000		19.00	19	9	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12304.jpg	69,13	69,13	S
12307	PISTAO 0,25 C/ PINO (JG) BESTA 2.2/ SPORTAGE MAGMA OK7Y111SAO - MEPI	Auto Peças	Pistões	Pistões			7908304814862	3400		19.00	19,5	10	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12307.jpg	69,13	69,13	S
12483	CORREIA V GIR/ ACD TOPIC (93/) 13A1500C - TOYO POWER	Auto Peças	Correias	Correias		87089990	7908304872527	165		34.00	10	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12483.jpg	3,46	3,46	S
12497	CORREIA SINCRONIZADA CVA H100 2.5 DIESEL (93/95) L200/ L300 2.5 DIESEL/ TURBO DIESEL (91/05.93) PAJERO 2.5 TURBO DIESEL (91/10.93) 83ZBS19 - TOYO POWER	Auto Peças	Correias			87089990	7908304872510	130	130	18.00	3	23	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12497.jpg	10,4	10,4	S
12538	BOMBA DE AGUA (CARCACA) JETTA 2.0 TSI 11/... / TIGUAN / GOLF / PASSAT 2.0 FSI / TSI 09/... / A3 SPORTBACK 2.0 TFSI 09/... / A4 2.0 TFSI 09/... / A5 2.0 TFSI 12/... / Q5 2.0 TFSI 09/... / TT 2.0 TFSI 09/... (USAR C/ BOMBAS 29978 / 74557) - AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Audi		7908304875849	700		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12538.jpg	212,31	212,31	N
12538	BOMBA DE AGUA (CARCACA) JETTA 2.0 TSI 11/... / TIGUAN / GOLF / PASSAT 2.0 FSI / TSI 09/... / A3 SPORTBACK 2.0 TFSI 09/... / A4 2.0 TFSI 09/... / A5 2.0 TFSI 12/... / Q5 2.0 TFSI 09/... / TT 2.0 TFSI 09/... (USAR C/ BOMBAS 29978 / 74557) - AUTOTEC	Auto Peças	Bombas De Água	Bombas De Água	Volkswagen		7908304875849	700		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12538.jpg	212,31	212,31	N
12641	KIT DE EMBREAGEM PALIO/ SIENA 1.0 8V (6 MARCHAS) 99/00 DIAM: 180 EST:20 - MECARM	Auto Peças	Embreagens	MECARM	Fiat	87089300	8051499121891	3365	3365	26.00	25	6,4	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12641.jpg	345,11	345,11	S
12643	BRACO OSCILANTE DIANT. SUP. TRAS. LE AUDI A4 / PASSAT ABR-96/... (PEQUENO CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086859	525	525	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12643.jpg	74,37	74,37	S
12643	BRACO OSCILANTE DIANT. SUP. TRAS. LE AUDI A4 / PASSAT ABR-96/... (PEQUENO CURVO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086859	525	525	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12643.jpg	74,37	74,37	S
12644	BRACO OSCILANTE DIANT. SUP. FRONTAL LD AUDI A4 / PASSAT ABR-96/... (PEQUENO RETO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086828	565	565	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12644.jpg	74,41	74,41	S
12644	BRACO OSCILANTE DIANT. SUP. FRONTAL LD AUDI A4 / PASSAT ABR-96/... (PEQUENO RETO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086828	565	565	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12644.jpg	74,41	74,41	S
12645	BRACO OSCILANTE DIANT. SUP. FRONTAL LE AUDI A4 / PASSAT ABR-96/...(PEQUENO RETO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Audi	87089990	6941200086835	565	565	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12645.jpg	74,41	74,41	S
12645	BRACO OSCILANTE DIANT. SUP. FRONTAL LE AUDI A4 / PASSAT ABR-96/...(PEQUENO RETO) - DLZ	Auto Peças	Bandejas E Braços	DLZ	Volkswagen	87089990	6941200086835	565	565	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12645.jpg	74,41	74,41	S
12661	FILTRO DE AR (SEGURANCA) AGRALE VOLARE 8500 2.8 12V MWM 4.10TCA 98/03 - CROSS	Auto Peças	Filtros	Filtros			7908304845217	465		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12661.jpg	7,86	7,86	N
12670	COXIM ROLAMENTO CARDAN NIVA - IMPERGOM	Auto Peças	Coxins			87089990	7908304842094	510	510	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12670.jpg	20,28	20,28	S
12677	PISTAO STD C/ PINO (JG) 405 - MEPI	Auto Peças	Pistões			84099120	7908304814930	2100	2300	19.00	19	9	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12677.jpg	69,13	69,13	S
12836	AMORTECEDOR TRAS. HILUX 4X4 IMP. 16MM - CORVEN	Auto Peças	Amortecedores	Amortecedores			7898480901657	2200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12836.jpg	114,07	114,07	N
12881	ENGRENAGEM RE BESTA 3.0 (35 DENTES) - KOREA	Auto Peças	Diversos	Diversos	Kia Motors		7908304845040	875		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/12881.jpg	187,92	187,92	N
13006	VALVULA DE ADMISSAO SCENIC 8V-32.7/ 5.5/ 109.5-1 RASGO - YAMASHITA	Auto Peças	Válvulas	Válvulas			7908304869640	50		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13006.jpg	6,77	6,77	N
13048	FILTRO DE OLEO HILUX SW4 6CIL. GASOLINA  LEXUS - CROSS	Auto Peças	Filtros	Filtros			7908304845224	361		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13048.jpg	15,97	15,97	S
13278	CABO PUXADOR CAPO TRAFIC/ SPACE VAN - CABOVEL	Auto Peças	Cabos	Cabos			7908304817085	210		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13278.jpg	53,14	53,14	S
13286	CABO PUXADOR CAPO R19 TDS - CABOVEL	Auto Peças	Cabos	Cabos			7908304817078	220		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13286.jpg	45,68	45,68	N
13295	CABO FREIO LAGUNA (97/) - CABOVEL	Auto Peças	Cabos	Cabos	Renault		7908304817092	410		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13295.jpg	26,14	26,14	S
13296	CABO FREIO LAGUNA R19 TDS (89/) - CABOVEL	Auto Peças	Cabos	Cabos			7908304817108	490		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13296.jpg	22,09	22,09	S
13425	ARTICULACAO AXIAL CAPTIVA 08/... - DLZ	Auto Peças	Articulacoes Axiais	Articulacoes Axiais	General Motors	87089990	6941200080345	730		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13425.jpg	35,2	35,2	S
13481	KIT DE EMBREAGEM BMW 323 2.3 .../99 / 325 2.5 .../99  / 523 2.3 .../99 / 524 2.4/ 2.5 .../97 / 525 2.5 .../99 / 528 AMERICANO 2.8 DIAM: 228 EST:10 - MECARM	Auto Peças	Embreagens	Embreagens	BMW		8051499123642	5465		30.00	27,5	7	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13481.jpg	555,23	555,23	N
13482	KIT DE EMBREAGEM ATOS 1.0 TDS DIAM: 185 EST:24 - MECARM	Auto Peças	Embreagens	MECARM	Hyundai	87089300	8051499121327	3135	3135	26.00	25	6,4	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13482.jpg	408,31	408,31	S
13489	AMORTECEDOR DIANT. PATHFINDER 95/...  EXTRA REFORCADO - CORVEN	Auto Peças	Amortecedores	Amortecedores			7898480901930	1512		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13489.jpg	49,27	49,27	N
13501	BLOCO MOTOR L200 2.5 92/01 / L300 2.5 95/98 / H100 2.5 95/03 / PORTER 2.5 95/97 / H1 2.5 01/... / HR 2.5 05/... MOTOR 4D55 / 4D56 - FRONTIER	Auto Peças	Bloco Motor	Bloco Motor	Hyundai	84099912	7908304861071	59000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13501.jpg	4951,39	4951,39	N
13501	BLOCO MOTOR L200 2.5 92/01 / L300 2.5 95/98 / H100 2.5 95/03 / PORTER 2.5 95/97 / H1 2.5 01/... / HR 2.5 05/... MOTOR 4D55 / 4D56 - FRONTIER	Auto Peças	Bloco Motor	Bloco Motor	Mitsubishi	84099912	7908304861071	59000		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13501.jpg	4951,39	4951,39	N
13508	BOMBA DIRECAO HIDRAULICA C/POLIA HR 2.5 05/... (EMBAL. 12 PCS) - AUTOTEC	Auto Peças	Bombas De Direção Hidráulica	AUTOTEC	Hyundai	84136019	6972008287667	1000	1000	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13508.jpg	405,22	405,22	S
13509	ARTICULACAO AXIAL PAJERO IO 98/02 / TR4 03/... - DLZ	Auto Peças	Articulacoes Axiais	DLZ	Mitsubishi	87089990	6941200081311	680	680	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13509.jpg	30,75	30,75	S
13510	BANDEJA DIANT. SUP. LD C/PIVO E C/BUCHA HILUX PITBULL 05/... - DLZ	Auto Peças	Bandejas E Braços	DLZ	Toyota	87089990	6941200082301	2420	2420	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13510.jpg	145,82	145,82	S
13511	BANDEJA DIANT. SUP. LE C/PIVO E C/BUCHA HILUX PITBULL 05/... - DLZ	Auto Peças	Bandejas E Braços	DLZ	Toyota	87089990	6941200082332	2420	2420	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13511.jpg	153,49	153,49	S
13516	CILINDRO MESTRE FREIO HAFEI TOWNER VAN/PICKUP (COM CAPO) 1.0 8V 08/... (EMBAL. 20 PÇS) - ORIGINAL EFFA	Auto Peças	Diversos		Effa	87083090	7908304822263	680	680	14.50	12	12	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13516.jpg	156,42	156,42	S
13517	MOLA SUSP. TRAS. CORSA HATCH/SEDAN/SW 95/01 / CELTA 01/16 / PRISMA 07/12 / NOVO CORSA HATCH/SEDAN 02/11 / KADETT 1.8/2.0 89/98 / MONZA 1.6/1.8/2.0 91/96 / ASTRA GL/GLS (EXC. SW) 95/96 / VECTRA GLS/CD/GSI 93/96 (C/ GNV) (EMBAL. 2 PCS) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484581657	2150	2150	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13517.jpg	129,09	129,09	S
13518	MOLA SUSP. TRAS. PALIO GI 96/00 / PALIO YOUNG 2 E 4 PORTAS 01/02 (C/ GNV) (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	ALLEN	Fiat	73202010	7898484583255	1880	1880	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13518.jpg	75,41	75,41	N
13519	MOLA SUSP. DIANT. A10 / A20 / C10 / C20 6 CIL. 81/96 / D10 / D20 (EXC. MOTOR S4T) 79/92 / VERANEIO II 89/92 / GRAND BLAZER 4.1 6 CIL. 98/99 / SILVERADO 4.1 6 CIL. 97/00 (EMBAL. 2 PCS) - ALLEN	Auto Peças	Molas	ALLEN	General Motors	73202010	7898484581480	7140	7140	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13519.jpg	285,29	285,29	S
13520	MOLA SUSP. DIANT. GOL A AR S/ BARRA ESTAB. 80/85 (EMBAL. 2 UNID.) - ALLEN	Auto Peças	Molas	Molas	Volkswagen		7898484582784	2890		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/13520.jpg	104,84	104,84	S
